Id	CLASS0	CLASS1	CLASS2	CLASS3	COMMON-NAME	ALTERNATIVE	NAMES	SUPER-PATHWAYS
PWY-4702	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Phytate-Degradation	Phytate-Degradation	phytate degradation I		phytate degradation I	
PWY-4781	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Phytate-Degradation	Phytate-Degradation	phytate degradation II		phytate degradation II	
PWY-7635	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Detoxification	PHYTOALEXIN-DEG	kievitone detoxification		kievitone detoxification	
PWY-7739				PHYTOALEXIN-SYN	aucuparin biosynthesis		aucuparin biosynthesis	
PWY-6418				PHYTOALEXIN-SYN$POLYKETIDE-SYN	4-hydroxycoumarin and dicoumarol biosynthesis		4-hydroxycoumarin and dicoumarol biosynthesis	
PWY-5063				Phytyl-Diphosphate-Biosynthesis	phytyl diphosphate biosynthesis		phytyl diphosphate biosynthesis$phytyl pyrophosphate biosynthesis$phytyl-PP biosynthesis	PWY-5863
PWY-6738				Pinitol-Biosynthesis	pinitol biosynthesis I		pinitol biosynthesis I	
PWY-6739				Pinitol-Biosynthesis	pinitol biosynthesis II		pinitol biosynthesis II	
PWY-7101	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	5-deoxystrigol biosynthesis		5-deoxystrigol biosynthesis	
PWY-1581	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Plastoquinone-Biosynthesis	plastoquinol-9 biosynthesis I		plastoquinol-9 biosynthesis I$plastoquinone biosynthesis I$plastoquinone-9 biosynthesis I$plastoquinol biosynthesis I	PWY-5864
PWY-6978	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Plastoquinone-Biosynthesis	plastoquinol-9 biosynthesis II		plastoquinol-9 biosynthesis II$plastoquinone biosynthesis II$plastoquinone-9 biosynthesis II$plastoquinol biosynthesis II	
PWY-5864	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Plastoquinone-Biosynthesis$Super-Pathways	superpathway of plastoquinol biosynthesis		superpathway of plastoquinol biosynthesis$superpathway of plastoquinone biosynthesis	
TRYPANOSYN-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	trypanothione biosynthesis		trypanothione biosynthesis	
PWY0-1303	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	aminopropylcadaverine biosynthesis		aminopropylcadaverine biosynthesis	POLYAMSYN-PWY
PWY-7297	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	octopamine biosynthesis		octopamine biosynthesis	
PWY-6562	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	norspermidine biosynthesis		norspermidine biosynthesis$sym-norspermidine biosynthesis	PWY-6565
PWY-6456	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	serinol biosynthesis		"serinol biosynthesis$2-amino-1,3-propanediol biosynthesis"	
PWY-6173	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	histamine biosynthesis		histamine biosynthesis	
PWY-5907	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	homospermidine biosynthesis		homospermidine biosynthesis$polyamine biosynthesis$triaminic polyamine biosynthesis	
ARGSPECAT-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	spermine biosynthesis		spermine biosynthesis$Spermine Syn	
P101-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis	ectoine biosynthesis		ectoine biosynthesis	
PWY-4121	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Reductants	glutathionylspermidine biosynthesis		glutathionylspermidine biosynthesis	
URSIN-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Super-Pathways	ureide biosynthesis		ureide biosynthesis$ureide biogenesis	
PWY-6565	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Super-Pathways	superpathway of polyamine biosynthesis III		superpathway of polyamine biosynthesis III	
POLYAMSYN-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Super-Pathways	superpathway of polyamine biosynthesis I		superpathway of polyamine biosynthesis I$spermidine biosynthesis$putrescine biosynthesis$polyamine biosynthesis I$aminopropylcadaverine biosynthesis	ARG+POLYAMINE-SYN
POLYAMINSYN3-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Super-Pathways	superpathway of polyamine biosynthesis II		superpathway of polyamine biosynthesis II$polyamn	
ARG+POLYAMINE-SYN	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Polyamine-Biosynthesis	Polyamine-Biosynthesis$Super-Pathways	superpathway of arginine and polyamine biosynthesis		superpathway of arginine and polyamine biosynthesis	
PWY-7672				POLYKETIDE-SYN	fusaric acid biosynthesis		fusaric acid biosynthesis	
PWY-6312				POLYKETIDE-SYN	barbaloin biosynthesis		barbaloin biosynthesis$octoketide biosynthesis$aloin biosynthesis	
PWY-5393				POLYKETIDE-SYN	raspberry ketone biosynthesis		raspberry ketone biosynthesis	
PWY-8037				POLYKETIDE-SYN	saliniketal A biosynthesis		saliniketal A biosynthesis	
PWY-7565				POLYKETIDE-SYN	aspyridone A biosynthesis		aspyridone A biosynthesis	
PWY-7880				POLYKETIDE-SYN	coelimycin P1 biosynthesis		coelimycin P1 biosynthesis	
PWY-7513				POLYKETIDE-SYN	flaviolin dimer and mompain biosynthesis		flaviolin dimer and mompain biosynthesis	
PWY-7695				POLYKETIDE-SYN	aurofusarin biosynthesis		aurofusarin biosynthesis	
PWY-7673				POLYKETIDE-SYN	fusarin C biosynthesis		fusarin C biosynthesis	
PWY-6314				POLYKETIDE-SYN	plumbagin biosynthesis		plumbagin biosynthesis	
PWY-4801				POLYKETIDE-SYN	aloesone biosynthesis I		aloesone biosynthesis I	
PWY-7561				POLYKETIDE-SYN	tenellin biosynthesis		tenellin biosynthesis	
PWY-6438				POLYKETIDE-SYN	phenylphenalenone biosynthesis		phenylphenalenone biosynthesis$anigorufone and methoxyanigorufone biosynthesis	
PWY-7689				POLYKETIDE-SYN	8-O-methylfusarubin biosynthesis		8-O-methylfusarubin biosynthesis	
PWY-6316				POLYKETIDE-SYN	aromatic polyketides biosynthesis		aromatic polyketides biosynthesis	
PWY-6310				POLYKETIDE-SYN	aloesone biosynthesis II		aloesone biosynthesis II	
PWY-7563				POLYKETIDE-SYN	bassianin and desmethylbassianin biosynthesis		bassianin and desmethylbassianin biosynthesis	
PWY-12				POLYKETIDE-SYN	pentaketide chromone biosynthesis		pentaketide chromone biosynthesis	
PWY-6627				POLYKETIDE-SYN	salinosporamide A biosynthesis		salinosporamide A biosynthesis	
PWY-7692				POLYKETIDE-SYN	bikaverin biosynthesis		bikaverin biosynthesis	
PWY-6432				POLYKETIDE-SYN$Super-Pathways	curcuminoid biosynthesis		curcuminoid biosynthesis	
PWY0-1546	Degradation/Utilization/Assimilation	Polymeric-Compound-Degradation	Polymer-Degradation	Polymer-Degradation	muropeptide degradation		muropeptide degradation	
PWY-7794	Degradation/Utilization/Assimilation	Polymeric-Compound-Degradation	Polymer-Degradation	Polymer-Degradation	polyethylene terephthalate degradation		polyethylene terephthalate degradation	
PWY-6341	Degradation/Utilization/Assimilation	Polymeric-Compound-Degradation	Polymer-Degradation	Polymer-Degradation	guaiacylglycerol-_-guaiacyl ether degradation		guaiacylglycerol-&beta;-guaiacyl ether degradation$GGE degradation	
PWY-6520	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	nonaprenyl diphosphate biosynthesis II		nonaprenyl diphosphate biosynthesis II$solanesyl diphosphate biosynthesis$solanesyl pyrophosphate biosynthesis	
PWY-6383	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"		"mono-trans, poly-cis decaprenyl phosphate biosynthesis"	PWY-6404
PWY-5893	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	tridecaprenyl diphosphate biosynthesis		tridecaprenyl diphosphate biosynthesis	PWY-5899
PWY-5817	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	dodecaprenyl diphosphate biosynthesis		dodecaprenyl diphosphate biosynthesis	PWY-5898
PWY-5816	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	all trans undecaprenyl diphosphate biosynthesis		all trans undecaprenyl diphosphate biosynthesis	PWY-5897
PWY-5807	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	heptaprenyl diphosphate biosynthesis		heptaprenyl diphosphate biosynthesis	PWY-5840
PWY-5806	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	all-trans-decaprenyl diphosphate biosynthesis		all-trans-decaprenyl diphosphate biosynthesis	PWY-5896
PWY-5805	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	nonaprenyl diphosphate biosynthesis I		nonaprenyl diphosphate biosynthesis I$solanesyl diphosphate biosynthesis$solanesyl pyrophosphate biosynthesis	PWY-5864$PWY-5862$PWY-5845
PWY-5785	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"		"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	POLYISOPRENSYN-PWY
PWY-5783	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	octaprenyl diphosphate biosynthesis		octaprenyl diphosphate biosynthesis	UBISYN-PWY$PWY-7992$PWY-6263$POLYISOPRENSYN-PWY$PWY-5861$PWY-5838
PWY-5122	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	geranyl diphosphate biosynthesis		geranyl diphosphate biosynthesis$GPP biosynthesis	
HEXPPSYN-PWY	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis	hexaprenyl diphosphate biosynthesis		hexaprenyl diphosphate biosynthesis	PWY-7373$PWY-5860$PWY-5850
POLYISOPRENSYN-PWY	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Polyprenyl-Biosynthesis$Super-Pathways	polyisoprenoid biosynthesis (E. coli)		polyisoprenoid biosynthesis (E. coli)	
PWY-822	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis	fructan biosynthesis		fructan biosynthesis	
PWY-6773	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis	"1,3-_-D-glucan biosynthesis"		"1,3-&beta;-D-glucan biosynthesis$callose biosynthesis"	
PWY-6658	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis	acetan biosynthesis		acetan biosynthesis	
PWY-6403	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis	carrageenan biosynthesis		carrageenan biosynthesis	
PWY-5936	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis	xyloglucan biosynthesis		xyloglucan biosynthesis	
PWY-6981	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	Polysaccharides-Biosynthesis$Super-Pathways	chitin biosynthesis		chitin biosynthesis	
PWY-7828	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	cyclobis-(1&rarr;6)-&_;-nigerosyl degradation		cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation	
PWY-7647	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	ulvan degradation		ulvan degradation	
PWY-7456	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	"beta-(1,4)-mannan degradation"		"&beta;-(1,4)-mannan degradation$plant mannan degradation"	
PWY-6986	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	alginate degradation		alginate degradation	
PWY-6827	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	gellan degradation		gellan degradation	
PWY-6816	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	agarose degradation		agarose degradation	
PWY-6815	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Polysaccharides-Degradation	POLYSACCHARIDES-DEG	porphyran degradation		porphyran degradation	
PWY-5815				POLYTERPENOID-SYN	rubber biosynthesis		rubber biosynthesis	
PWY-5297	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Porphyrin-Compounds-Biosynthesis	siroheme amide biosynthesis		siroheme amide biosynthesis	
PWY-5194	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Porphyrin-Compounds-Biosynthesis	siroheme biosynthesis		siroheme biosynthesis	
PWY-6914				PRENYLFLAVONOID-SYN	sophoraflavanone G biosynthesis		sophoraflavanone G biosynthesis	
PWY-5135				PRENYLFLAVONOID-SYN	xanthohumol biosynthesis		xanthohumol biosynthesis	
PWY-5980	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	PRIMARY-CELL-WALL$Polysaccharides-Biosynthesis	xylogalacturonan biosynthesis		xylogalacturonan biosynthesis	
PWY-1061	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	PRIMARY-CELL-WALL$Polysaccharides-Biosynthesis	homogalacturonan biosynthesis		homogalacturonan biosynthesis$pectin biosynthesis	
PWY-1001	Biosynthesis	Carbohydrate-Biosynthesis	Polysaccharides-Biosynthesis	PRIMARY-CELL-WALL$Polysaccharides-Biosynthesis$SECONDARY-CELL-WALL	cellulose biosynthesis		cellulose biosynthesis	
PWY-641				PROANTHOCYANIDIN-SYN	proanthocyanidins biosynthesis from flavanols		proanthocyanidins biosynthesis from flavanols	
PROUT-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	PROLINE-DEG	L-proline degradation		L-proline degradation$L-proline utilization	
PWY-4281	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	PROLINE-SYN	L-proline biosynthesis IV		L-proline biosynthesis IV	
PWY-4981	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	PROLINE-SYN	L-proline biosynthesis II (from arginine)		L-proline biosynthesis II (from arginine)	
PROSYN-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	PROLINE-SYN	L-proline biosynthesis I		L-proline biosynthesis I	
PWY-3341	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	PROLINE-SYN	L-proline biosynthesis III		L-proline biosynthesis III	
PWY-7774	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Propane-Degradation	Propane-Degradation	propane degradation I		propane degradation I	
PWY-7775	Degradation/Utilization/Assimilation	Carbohydrate Degradation	Propane-Degradation	Propane-Degradation	propane degradation II		propane degradation II	
PROPIONMET-PWY	Degradation/Utilization/Assimilation	Carboxylate Degradation	Propionate-Degradation	Propionate-Degradation	propanoyl CoA degradation I		propanoyl CoA degradation I$propionyl CoA degradation I	PWY-5130
PWY-7574	Degradation/Utilization/Assimilation	Carboxylate Degradation	Propionate-Degradation	Propionate-Degradation	propanoyl-CoA degradation II		propanoyl-CoA degradation II$propionyl-CoA degradation II	
PWY-6423	Degradation/Utilization/Assimilation	Protein-Degradation	Protein-Degradation	Protein-Degradation	hemoglobin degradation		hemoglobin degradation	
PWY-7921	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein O-mannosylation I (yeast)		protein O-mannosylation I (yeast)	
PWY-7918	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein N-glycosylation processing phase (yeast)		protein N-glycosylation processing phase (yeast)	
PWY-7832	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide		ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	
PWY-7658	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein N-glycosylation (Methanococcus voltae)		protein N-glycosylation (Methanococcus voltae)	
PWY-7922	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	"protein O-mannosylation II (mammals, core M1 and core M2)"		"protein O-mannosylation II (mammals, core M1 and core M2)$O-mannosyl glycan core M2 biosynthesis"	
PWY-7919	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein N-glycosylation processing phase (plants and animals)		protein N-glycosylation processing phase (plants and animals)	
PWY-7833	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	biosynthesis of Lewis epitopes (H. pylori)		biosynthesis of Lewis epitopes (H. pylori)	
PWY-7661	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein N-glycosylation (Haloferax volcanii)		protein N-glycosylation (Haloferax volcanii)	
PWY-7435	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	mucin core 3 and core 4 O-glycosylation		mucin core 3 and core 4 O-glycosylation	
PWY-7979	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	"protein O-mannosylation III (mammals, core M3)"		"protein O-mannosylation III (mammals, core M3)"	
PWY-7426	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	complex N-linked glycan biosynthesis (vertebrates)		complex N-linked glycan biosynthesis (vertebrates)	
PWY-7920	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	complex N-linked glycan biosynthesis (plants)		complex N-linked glycan biosynthesis (plants)	
PWY-7837	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	i antigen and I antigen biosynthesis		i antigen and I antigen biosynthesis	PWY-7434
PWY-7831	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide		ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	
PWY-7437	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	protein O-[N-acetyl]-glucosylation		protein O-[N-acetyl]-glucosylation	
PWY-7981	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	&_;-dystroglycan glycosylation		&alpha;-dystroglycan glycosylation	
PWY-7433	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation	mucin core 1 and core 2 O-glycosylation		mucin core 1 and core 2 O-glycosylation	
PWY-7434	Biosynthesis	Carbohydrate-Biosynthesis	Glycan-Biosynthesis	Protein-Glycosylation$Super-Pathways	terminal O-glycans residues modification (via type 2 precursor disaccharide)		terminal O-glycans residues modification (via type 2 precursor disaccharide)	
PWY0-1600				Protein-Modification	periplasmic disulfide bond reduction		periplasmic disulfide bond reduction	
PWY0-1599				Protein-Modification	periplasmic disulfide bond formation		periplasmic disulfide bond formation	
PWY-7942				Protein-Modification	5-oxo-L-proline metabolism		5-oxo-L-proline metabolism$L-pyroglutamate metabolism	
PWY-7899				Protein-Modification	protein NEDDylation		protein NEDDylation$protein neddylation	
PWY-7894				Protein-Modification	procollagen hydroxylation and glycosylation		procollagen hydroxylation and glycosylation$collagen fibrillogenesis	
PWY-7893				Protein-Modification	protein Pupylation and dePupylation		protein Pupylation and dePupylation	
PWY-7887				Protein-Modification	protein SAMPylation and SAMP-mediated thiolation		protein SAMPylation and SAMP-mediated thiolation$small archaeal modifier protein transformation	
PWY-7884				Protein-Modification	lipoprotein posttranslational modification		lipoprotein posttranslational modification$lipoprotein lipoylation	
PWY-7798				Protein-Modification	protein S-nitrosylation and denitrosylation		protein S-nitrosylation and denitrosylation	
PWY-7511				Protein-Modification	protein ubiquitination		protein ubiquitination$protein ubiquitylation	
PWY-6336	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Protocatechuate-Degradation	Protocatechuate-Degradation	protocatechuate degradation III (para-cleavage pathway)		"protocatechuate degradation III (para-cleavage pathway)$protocatechuate degradation via para-cleavage$protocatechuate 2,3-cleavage"	PWY-6954
P184-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Protocatechuate-Degradation	Protocatechuate-Degradation	protocatechuate degradation I (meta-cleavage pathway)		"protocatechuate degradation I (meta-cleavage pathway)$protocatechuate degradation via meta-cleavage$protocatechuate 4,5-cleavage"	PWY-6338
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Protocatechuate-Degradation	Protocatechuate-Degradation	protocatechuate degradation II (ortho-cleavage pathway)		"protocatechuate degradation II (ortho-cleavage pathway)$protocatechuate branch of the 3-oxoadipate pathway$protocatechuate branch of the 3-ketoadipate pathway$protocatechuate branch of the &beta;-ketoadipate pathway$protocatechuate degradation via ortho-cleavage$protocatechuate degradation via the &beta;-ketoadipate pathway$protocatechuate 3,4-cleavage"	PWY-5181$PWY-2504$PWY-5431
PWY-7728	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Fatty-Acid-Biosynthesis	PUFA-Biosynthesis	"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)"		"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)"	
PWY-7726	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Fatty-Acid-Biosynthesis	PUFA-Biosynthesis	"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)"		"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)$(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis (6-desaturase)"	
PWY-7619	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Fatty-Acid-Biosynthesis	PUFA-Biosynthesis	juniperonate biosynthesis		"juniperonate biosynthesis$5,11,14,17-icosatetraenoic acid biosynthesis$5,11,14,17-icosatetraenoate biosynthesis$juniperonic acid biosynthesis"	
PWY-7595				PUFA-Biosynthesis	stearidonate biosynthesis (cyanobacteria)		stearidonate biosynthesis (cyanobacteria)	PWY-7596
PWY-7590	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Fatty-Acid-Biosynthesis	PUFA-Biosynthesis	"(7Z,10Z,13Z)-hexadecatrienoate biosynthesis"		"(7Z,10Z,13Z)-hexadecatrienoate biosynthesis"	
PWY-7152				PUFA-Biosynthesis	pinolenate and coniferonate biosynthesis		pinolenate and coniferonate biosynthesis$pinolenic acid and coniferonic acid biosynthesis	
PWY-6598	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Fatty-Acid-Biosynthesis	PUFA-Biosynthesis	sciadonate biosynthesis		"sciadonate biosynthesis$5,11,14-eicosatrienoic acid biosynthesis$5,11,14-eicosatrienoate biosynthesis$sciadonic acid biosynthesis"	
PWY-7596				PUFA-Biosynthesis$Super-Pathways	superpathway of stearidonate biosynthesis (cyanobacteria)		superpathway of stearidonate biosynthesis (cyanobacteria)	
PWY-6794				PUR-NUC-SYN	adenosine 5'-phosphoramidate biosynthesis		adenosine 5'-phosphoramidate biosynthesis	
PWY-5040	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	PURINE-ALKALOIDS	theobromine biosynthesis II (via xanthine)		theobromine biosynthesis II (via xanthine)	
PWY-5039	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	PURINE-ALKALOIDS	theobromine biosynthesis I		theobromine biosynthesis I	
PWY0-1296	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Purine-Degradation	purine ribonucleosides degradation		purine ribonucleosides degradation	
PWY-7179-1	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Purine-Degradation	purine deoxyribonucleosides degradation II		purine deoxyribonucleosides degradation II	
PWY-7179	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Purine Nucleotide Degradation	Purine-Degradation	purine deoxyribonucleosides degradation I		purine deoxyribonucleosides degradation I	PWY0-1297
