"","V1","V2"
"1194","EC:2.3.2.17","glycyltransferase"
"1195","EC:2.3.2.18","glycyltransferase"
"1196","EC:2.3.2.19","transferase"
"1197","EC:2.3.2.2","Gamma-glutamyltransferase"
"1198","EC:2.3.2.21","Cyclo(L-tyrosyl-L-tyrosyl) synthase"
"1199","EC:2.3.2.22","Cyclo(L-leucyl-L-leucyl) synthase"
"1200","EC:2.3.2.23","E2 ubiquitin-conjugating enzyme"
"1201","EC:2.3.2.24","(E3-independent) E2 ubiquitin-conjugating enzyme"
"1202","EC:2.3.2.25","N-terminal E2 ubiquitin-conjugating enzyme"
"1203","EC:2.3.2.26","HECT-type E3 ubiquitin transferase"
"1204","EC:2.3.2.27","RING-type E3 ubiquitin transferase"
"1205","EC:2.3.2.28","L-allo-isoleucyltransferase"
"1206","EC:2.3.2.3","Lysyltransferase"
"1207","EC:2.3.2.4","Gamma-glutamylcyclotransferase"
"1208","EC:2.3.2.5","Glutaminyl-peptide cyclotransferase"
"1209","EC:2.3.2.6","Leucyltransferase"
"1210","EC:2.3.2.8","Arginyltransferase"
"1211","EC:2.3.3.1","Citrate (Si)-synthase"
"1212","EC:2.3.3.10","Hydroxymethylglutaryl-CoA synthase"
"1213","EC:2.3.3.13","2-isopropylmalate synthase"
"1214","EC:2.3.3.14","Homocitrate synthase"
"1215","EC:2.3.3.15","Sulfoacetaldehyde acetyltransferase"
"1216","EC:2.3.3.5","2-methylcitrate synthase"
"1217","EC:2.3.3.8","ATP citrate synthase"
"1218","EC:2.3.3.9","Malate synthase"
"1219","EC:2.4.1.1","Glycogen phosphorylase"
"1220","EC:2.4.1.10","Levansucrase"
"1221","EC:2.4.1.101","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
"1222","EC:2.4.1.109","Dolichyl-phosphate-mannose--protein mannosyltransferase"
"1223","EC:2.4.1.11","Glycogen(starch) synthase"
"1224","EC:2.4.1.111","Coniferyl-alcohol glucosyltransferase"
"1225","EC:2.4.1.115","Anthocyanidin 3-O-glucosyltransferase"
"1226","EC:2.4.1.117","Dolichyl-phosphate beta-glucosyltransferase"
"1227","EC:2.4.1.12","Cellulose synthase (UDP-forming)"
"1228","EC:2.4.1.121","Indole-3-acetate beta-glucosyltransferase"
"1229","EC:2.4.1.122","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase"
"1230","EC:2.4.1.123","Inositol 3-alpha-galactosyltransferase"
"1231","EC:2.4.1.129","Peptidoglycan glycosyltransferase"
"1232","EC:2.4.1.13","Sucrose synthase"
"1233","EC:2.4.1.131","GDP-Man:Man(3)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"
"1234","EC:2.4.1.132","GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"
"1235","EC:2.4.1.133","Xylosylprotein 4-beta-galactosyltransferase"
"1236","EC:2.4.1.134","Galactosylxylosylprotein 3-beta-galactosyltransferase"
"1237","EC:2.4.1.135","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase"
"1238","EC:2.4.1.14","Sucrose-phosphate synthase"
"1239","EC:2.4.1.141","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase"
"1240","EC:2.4.1.142","Chitobiosyldiphosphodolichol beta-mannosyltransferase"
"1241","EC:2.4.1.143","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
"1242","EC:2.4.1.144","Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"1243","EC:2.4.1.145","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"1244","EC:2.4.1.149","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"
"1245","EC:2.4.1.15","Alpha,alpha-trehalose-phosphate synthase (UDP-forming)"
"1246","EC:2.4.1.16","Chitin synthase"
"1247","EC:2.4.1.161","Oligosaccharide 4-alpha-D-glucosyltransferase"
"1248","EC:2.4.1.166","Raffinose--raffinose alpha-galactosyltransferase"
"1249","EC:2.4.1.17","Glucuronosyltransferase"
"1250","EC:2.4.1.173","Sterol 3-beta-glucosyltransferase"
"1251","EC:2.4.1.174","acetylgalactosaminyltransferase"
"1252","EC:2.4.1.175","acetylgalactosaminyltransferase"
"1253","EC:2.4.1.18","1,4-alpha-glucan branching enzyme"
"1254","EC:2.4.1.180","Lipopolysaccharide N-acetylmannosaminouronosyltransferase"
"1255","EC:2.4.1.182","Lipid-A-disaccharide synthase"
"1256","EC:2.4.1.183","Alpha-1,3-glucan synthase"
"1257","EC:2.4.1.186","Glycogenin glucosyltransferase"
"1258","EC:2.4.1.187","mannosaminyltransferase"
"1259","EC:2.4.1.19","Cyclomaltodextrin glucanotransferase"
"1260","EC:2.4.1.195","N-hydroxythioamide S-beta-glucosyltransferase"
"1261","EC:2.4.1.198","Phosphatidylinositol N-acetylglucosaminyltransferase"
"1262","EC:2.4.1.20","Cellobiose phosphorylase"
"1263","EC:2.4.1.207","Xyloglucan:xyloglucosyl transferase"
"1264","EC:2.4.1.208","Diglucosyl diacylglycerol synthase (1,2-linking)"
"1265","EC:2.4.1.21","Starch synthase"
"1266","EC:2.4.1.211","1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
"1267","EC:2.4.1.212","Hyaluronan synthase"
"1268","EC:2.4.1.213","Glucosylglycerol-phosphate synthase"
"1269","EC:2.4.1.214","Glycoprotein 3-alpha-L-fucosyltransferase"
"1270","EC:2.4.1.215","Cis-zeatin O-beta-D-glucosyltransferase"
"1271","EC:2.4.1.216","Trehalose 6-phosphate phosphorylase"
"1272","EC:2.4.1.217","Mannosyl-3-phosphoglycerate synthase"
"1273","EC:2.4.1.218","Hydroquinone glucosyltransferase"
"1274","EC:2.4.1.22","Lactose synthase"
"1275","EC:2.4.1.221","Peptide-O-fucosyltransferase"
"1276","EC:2.4.1.222","O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"1277","EC:2.4.1.223","acetylglucosaminyltransferase"
"1278","EC:2.4.1.224","acetylglucosaminyltransferase"
"1279","EC:2.4.1.225","N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase"
"1280","EC:2.4.1.226","N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase"
"1281","EC:2.4.1.227","acetylglucosaminyltransferase"
"1282","EC:2.4.1.228","Lactosylceramide 4-alpha-galactosyltransferase"
"1283","EC:2.4.1.229","[Skp1-protein]-hydroxyproline N-acetylglucosaminyltransferase"
"1284","EC:2.4.1.230","Kojibiose phosphorylase"
"1285","EC:2.4.1.232","Initiation-specific alpha-1,6-mannosyltransferase"
"1286","EC:2.4.1.236","Flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase"
"1287","EC:2.4.1.241","Digalactosyldiacylglycerol synthase"
"1288","EC:2.4.1.242","NDP-glucose--starch glucosyltransferase"
"1289","EC:2.4.1.245","Alpha,alpha-trehalose synthase"
"1290","EC:2.4.1.246","Mannosylfructose-phosphate synthase"
"1291","EC:2.4.1.247","Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase"
"1292","EC:2.4.1.25","4-alpha-glucanotransferase"
"1293","EC:2.4.1.250","D-inositol-3-phosphate glycosyltransferase"
"1294","EC:2.4.1.251","diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase"
"1295","EC:2.4.1.252","GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase"
"1296","EC:2.4.1.254","Cyanidin-3-O-glucoside 2''-O-glucuronosyltransferase"
"1297","EC:2.4.1.255","Protein O-GlcNAc transferase"
"1298","EC:2.4.1.256","glucosyltransferase"
"1299","EC:2.4.1.257","GDP-Man:Man(2)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"
"1300","EC:2.4.1.258","Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"
"1301","EC:2.4.1.259","Dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"
"1302","EC:2.4.1.260","Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"
"1303","EC:2.4.1.261","Dolichyl-P-Man:Man(8)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"
"1304","EC:2.4.1.263","Abscisate beta-glucosyltransferase"
"1305","EC:2.4.1.264","2-beta-glucuronyltransferase"
"1306","EC:2.4.1.265","glucosyltransferase"
"1307","EC:2.4.1.266","Glucosyl-3-phosphoglycerate synthase"
"1308","EC:2.4.1.267","Dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase"
"1309","EC:2.4.1.269","Mannosylglycerate synthase"
"1310","EC:2.4.1.276","Zeaxanthin glucosyltransferase"
"1311","EC:2.4.1.277","10-deoxymethynolide desosaminyltransferase"
"1312","EC:2.4.1.278","3-alpha-mycarosylerythronolide B desosaminyl transferase"
"1313","EC:2.4.1.279","Nigerose phosphorylase"
"1314","EC:2.4.1.280","N,N'-diacetylchitobiose phosphorylase"
"1315","EC:2.4.1.281","4-O-beta-D-mannosyl-D-glucose phosphorylase"
"1316","EC:2.4.1.282","3-O-alpha-D-glucosyl-L-rhamnose phosphorylase"
"1317","EC:2.4.1.283","2-deoxystreptamine N-acetyl-D-glucosaminyltransferase"
"1318","EC:2.4.1.284","2-deoxystreptamine glucosyltransferase"
"1319","EC:2.4.1.285","UDP-GlcNAc:ribostamycin N-acetylglucosaminyltransferase"
"1320","EC:2.4.1.287","galactofuranosyltransferase"
"1321","EC:2.4.1.288","decaprenol beta-1,5/1,6-galactofuranosyltransferase"
"1322","EC:2.4.1.289","N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase"
"1323","EC:2.4.1.290","acetylgalactosaminyltransferase"
"1324","EC:2.4.1.291","4-alpha-N-acetylgalactosaminyltransferase"
"1325","EC:2.4.1.292","1,4-N-acetyl-D-galactosaminyltransferase"
"1326","EC:2.4.1.293","GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase"
"1327","EC:2.4.1.298","Anthocyanidin 3-O-glucoside 5-O-glucosyltransferase"
"1328","EC:2.4.1.302","L-demethylnoviosyl transferase"
"1329","EC:2.4.1.303","galactosyltransferase"
"1330","EC:2.4.1.310","Vancomycin aglycone glucosyltransferase"
"1331","EC:2.4.1.311","dTDP-epi-vancosaminyltransferase"
"1332","EC:2.4.1.312","Protein O-mannose beta-1,4-N-acetylglucosaminyltransferase"
"1333","EC:2.4.1.315","Diglucosyl diacylglycerol synthase (1,6-linking)"
"1334","EC:2.4.1.316","Tylactone mycaminosyltransferase"
"1335","EC:2.4.1.317","O-mycaminosyltylonolide 6-deoxyallosyltransferase"
"1336","EC:2.4.1.318","Demethyllactenocin mycarosyltransferase"
"1337","EC:2.4.1.319","Beta-1,4-mannooligosaccharide phosphorylase"
"1338","EC:2.4.1.32","Glucomannan 4-beta-mannosyltransferase"
"1339","EC:2.4.1.320","1,4-beta-mannosyl-N-acetylglucosamine phosphorylase"
"1340","EC:2.4.1.321","Cellobionic acid phosphorylase"
"1341","EC:2.4.1.322","Desvancosaminyl-vancomycin vancosaminetransferase"
"1342","EC:2.4.1.325","TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase"
"1343","EC:2.4.1.326","Aklavinone 7-L-rhodosaminyltransferase"
"1344","EC:2.4.1.327","Aclacinomycin-T 2-deoxy-L-fucose transferase"
"1345","EC:2.4.1.328","Erythronolide mycarosyltransferase"
"1346","EC:2.4.1.331","8-demethyltetracenomycin C L-rhamnosyltransferase"
"1347","EC:2.4.1.34","1,3-beta-glucan synthase"
"1348","EC:2.4.1.37","Fucosylgalactoside 3-alpha-galactosyltransferase"
"1349","EC:2.4.1.38","Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase"
"1350","EC:2.4.1.4","Amylosucrase"
"1351","EC:2.4.1.40","Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase"
"1352","EC:2.4.1.41","Polypeptide N-acetylgalactosaminyltransferase"
"1353","EC:2.4.1.43","Polygalacturonate 4-alpha-galacturonosyltransferase"
"1354","EC:2.4.1.44","Lipopolysaccharide 3-alpha-galactosyltransferase"
"1355","EC:2.4.1.46","Monogalactosyldiacylglycerol synthase"
"1356","EC:2.4.1.5","Dextransucrase"
"1357","EC:2.4.1.50","Procollagen galactosyltransferase"
"1358","EC:2.4.1.52","Poly(glycerol-phosphate) alpha-glucosyltransferase"
"1359","EC:2.4.1.56","Lipopolysaccharide N-acetylglucosaminyltransferase"
"1360","EC:2.4.1.57","Phosphatidylinositol alpha-mannosyltransferase"
"1361","EC:2.4.1.58","Lipopolysaccharide glucosyltransferase I"
"1362","EC:2.4.1.60","Abequosyltransferase"
"1363","EC:2.4.1.64","Alpha,alpha-trehalose phosphorylase"
"1364","EC:2.4.1.66","Procollagen glucosyltransferase"
"1365","EC:2.4.1.67","Galactinol--raffinose galactosyltransferase"
"1366","EC:2.4.1.68","Glycoprotein 6-alpha-L-fucosyltransferase"
"1367","EC:2.4.1.7","Sucrose phosphorylase"
"1368","EC:2.4.1.8","Maltose phosphorylase"
"1369","EC:2.4.1.80","Ceramide glucosyltransferase"
"1370","EC:2.4.1.82","Galactinol--sucrose galactosyltransferase"
"1371","EC:2.4.1.83","Dolichyl-phosphate beta-D-mannosyltransferase"
"1372","EC:2.4.1.87","N-acetyllactosaminide 3-alpha-galactosyltransferase"
"1373","EC:2.4.1.90","N-acetyllactosamine synthase"
"1374","EC:2.4.2.1","Purine-nucleoside phosphorylase"
"1375","EC:2.4.2.10","Orotate phosphoribosyltransferase"
"1376","EC:2.4.2.12","Nicotinamide phosphoribosyltransferase"
"1377","EC:2.4.2.14","Amidophosphoribosyltransferase"
"1378","EC:2.4.2.17","ATP phosphoribosyltransferase"
"1379","EC:2.4.2.18","Anthranilate phosphoribosyltransferase"
"1380","EC:2.4.2.19","Nicotinate-nucleotide diphosphorylase (carboxylating)"
"1381","EC:2.4.2.2","Pyrimidine-nucleoside phosphorylase"
"1382","EC:2.4.2.21","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
"1383","EC:2.4.2.22","Xanthine phosphoribosyltransferase"
"1384","EC:2.4.2.24","1,4-beta-D-xylan synthase"
"1385","EC:2.4.2.26","Protein xylosyltransferase"
"1386","EC:2.4.2.27","dihydrostreptosyltransferase"
"1387","EC:2.4.2.28","S-methyl-5'-thioadenosine phosphorylase"
"1388","EC:2.4.2.29","tRNA-guanine(34) transglycosylase"
"1389","EC:2.4.2.3","Uridine phosphorylase"
"1390","EC:2.4.2.30","NAD(+) ADP-ribosyltransferase"
"1391","EC:2.4.2.31","NAD(+)--protein-arginine ADP-ribosyltransferase"
"1392","EC:2.4.2.36","NAD(+)--diphthamide ADP-ribosyltransferase"
"1393","EC:2.4.2.37","NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase"
"1394","EC:2.4.2.38","Glycoprotein 2-beta-D-xylosyltransferase"
"1395","EC:2.4.2.39","Xyloglucan 6-xylosyltransferase"
"1396","EC:2.4.2.4","Thymidine phosphorylase"
"1397","EC:2.4.2.41","Xylogalacturonan beta-1,3-xylosyltransferase"
"1398","EC:2.4.2.43","Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase"
"1399","EC:2.4.2.44","S-methyl-5'-thioinosine phosphorylase"
"1400","EC:2.4.2.45","Decaprenyl-phosphate phosphoribosyltransferase"
"1401","EC:2.4.2.46","Galactan 5-O-arabinofuranosyltransferase"
"1402","EC:2.4.2.47","Arabinofuranan 3-O-arabinosyltransferase"
"1403","EC:2.4.2.48","tRNA-guanine(15) transglycosylase"
"1404","EC:2.4.2.49","Neamine phosphoribosyltransferase"
"1405","EC:2.4.2.51","Anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase"
"1406","EC:2.4.2.52","Triphosphoribosyl-dephospho-CoA synthase"
"1407","EC:2.4.2.53","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
"1408","EC:2.4.2.54","Beta-ribofuranosylhydroxybenzene 5'-phosphate synthase"
"1409","EC:2.4.2.57","AMP phosphorylase"
"1410","EC:2.4.2.6","Nucleoside deoxyribosyltransferase"
"1411","EC:2.4.2.7","Adenine phosphoribosyltransferase"
"1412","EC:2.4.2.8","Hypoxanthine phosphoribosyltransferase"
"1413","EC:2.4.2.9","Uracil phosphoribosyltransferase"
"1414","EC:2.4.99.1","Beta-galactoside alpha-2,6-sialyltransferase"
"1415","EC:2.4.99.12","Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
"1416","EC:2.4.99.13","(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
"1417","EC:2.4.99.14","(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase"
"1418","EC:2.4.99.15","(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase"
"1419","EC:2.4.99.16","Starch synthase (maltosyl-transferring)"
"1420","EC:2.4.99.17","S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"1421","EC:2.4.99.18","Dolichyl-diphosphooligosaccharide--protein glycotransferase"
"1422","EC:2.4.99.19","Undecaprenyl-diphosphooligosaccharide--protein glycotransferase"
"1423","EC:2.4.99.4","Beta-galactoside alpha-2,3-sialyltransferase"
"1424","EC:2.5.1.1","Dimethylallyltranstransferase"
"1425","EC:2.5.1.10","(2E,6E)-farnesyl diphosphate synthase"
"1426","EC:2.5.1.101","N,N'-diacetyllegionaminate synthase"
"1427","EC:2.5.1.105","5'-phosphate synthase"
"1428","EC:2.5.1.108","2-(3-amino-3-carboxypropyl)histidine synthase"
"1429","EC:2.5.1.111","4-hydroxyphenylpyruvate 3-dimethylallyltransferase"
"1430","EC:2.5.1.114","tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase"
"1431","EC:2.5.1.115","Homogentisate phytyltransferase"
"1432","EC:2.5.1.116","Homogentisate geranylgeranyltransferase"
"1433","EC:2.5.1.117","Homogentisate solanesyltransferase"
"1434","EC:2.5.1.120","Aminodeoxyfutalosine synthase"
"1435","EC:2.5.1.15","Dihydropteroate synthase"
"1436","EC:2.5.1.16","Spermidine synthase"
"1437","EC:2.5.1.17","Cob(I)yrinic acid a,c-diamide adenosyltransferase"
"1438","EC:2.5.1.18","Glutathione transferase"
"1439","EC:2.5.1.19","3-phosphoshikimate 1-carboxyvinyltransferase"
"1440","EC:2.5.1.2","Thiamine pyridinylase"
"1441","EC:2.5.1.21","Squalene synthase"
"1442","EC:2.5.1.22","Spermine synthase"
"1443","EC:2.5.1.26","Alkylglycerone-phosphate synthase"
"1444","EC:2.5.1.29","Geranylgeranyl diphosphate synthase"
"1445","EC:2.5.1.3","Thiamine-phosphate diphosphorylase"
"1446","EC:2.5.1.30","Heptaprenyl diphosphate synthase"
"1447","EC:2.5.1.31","diphosphate specific)"
"1448","EC:2.5.1.32","15-cis-phytoene synthase"
"1449","EC:2.5.1.38","Isonocardicin synthase"
"1450","EC:2.5.1.39","4-hydroxybenzoate polyprenyltransferase"
"1451","EC:2.5.1.41","Phosphoglycerol geranylgeranyltransferase"
"1452","EC:2.5.1.42","Geranylgeranylglycerol-phosphate geranylgeranyltransferase"
"1453","EC:2.5.1.43","Nicotianamine synthase"
"1454","EC:2.5.1.44","Homospermidine synthase"
"1455","EC:2.5.1.46","Deoxyhypusine synthase"
"1456","EC:2.5.1.47","Cysteine synthase"
"1457","EC:2.5.1.48","Cystathionine gamma-synthase"
"1458","EC:2.5.1.49","O-acetylhomoserine aminocarboxypropyltransferase"
"1459","EC:2.5.1.54","3-deoxy-7-phosphoheptulonate synthase"
"1460","EC:2.5.1.55","3-deoxy-8-phosphooctulonate synthase"
"1461","EC:2.5.1.56","N-acetylneuraminate synthase"
"1462","EC:2.5.1.57","N-acylneuraminate-9-phosphate synthase"
"1463","EC:2.5.1.58","Protein farnesyltransferase"
"1464","EC:2.5.1.59","Protein geranylgeranyltransferase type I"
"1465","EC:2.5.1.6","Methionine adenosyltransferase"
"1466","EC:2.5.1.60","Protein geranylgeranyltransferase type II"
"1467","EC:2.5.1.61","Hydroxymethylbilane synthase"
"1468","EC:2.5.1.62","Chlorophyll synthase"
"1469","EC:2.5.1.65","O-phosphoserine sulfhydrylase"
"1470","EC:2.5.1.66","N(2)-(2-carboxyethyl)arginine synthase"
"1471","EC:2.5.1.68","(2Z,6E)-farnesyl diphosphate synthase"
"1472","EC:2.5.1.7","UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"1473","EC:2.5.1.72","Quinolinate synthase"
"1474","EC:2.5.1.73","O-phospho-L-seryl-tRNA:Cys-tRNA synthase"
"1475","EC:2.5.1.74","1,4-dihydroxy-2-naphthoate polyprenyltransferase"
"1476","EC:2.5.1.75","tRNA dimethylallyltransferase"
"1477","EC:2.5.1.76","Cysteate synthase"
"1478","EC:2.5.1.77","7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase"
"1479","EC:2.5.1.78","6,7-dimethyl-8-ribityllumazine synthase"
"1480","EC:2.5.1.79","Thermospermine synthase"
"1481","EC:2.5.1.82","Hexaprenyl diphosphate synthase (geranylgeranyl-diphosphate specific)"
"1482","EC:2.5.1.83","Hexaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"
"1483","EC:2.5.1.84","All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)"
"1484","EC:2.5.1.85","specific)"
"1485","EC:2.5.1.86","Trans,polycis-decaprenyl diphosphate synthase"
"1486","EC:2.5.1.87","diphosphate specific)"
"1487","EC:2.5.1.89","diphosphate specific)"
"1488","EC:2.5.1.9","Riboflavin synthase"
"1489","EC:2.5.1.90","All-trans-octaprenyl-diphosphate synthase"
"1490","EC:2.5.1.91","All-trans-decaprenyl-diphosphate synthase"
"1491","EC:2.5.1.96","4,4'-diapophytoene synthase"
"1492","EC:2.5.1.97","Pseudaminic acid synthase"
"1493","EC:2.6.1.1","Aspartate transaminase"
"1494","EC:2.6.1.100","L-glutamine:2-deoxy-scyllo-inosose aminotransferase"
"1495","EC:2.6.1.101","L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase"
"1496","EC:2.6.1.102","GDP-perosamine synthase"
"1497","EC:2.6.1.103","(S)-3,5-dihydroxyphenylglycine transaminase"
"1498","EC:2.6.1.104","3-dehydro-glucose-6-phosphate--glutamate transaminase"
"1499","EC:2.6.1.105","Lysine--8-amino-7-oxononanoate transaminase"
"1500","EC:2.6.1.106","dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase"
"1501","EC:2.6.1.109","8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase"
"1502","EC:2.6.1.11","Acetylornithine transaminase"
"1503","EC:2.6.1.13","Ornithine aminotransferase"
"1504","EC:2.6.1.16","Glutamine--fructose-6-phosphate transaminase (isomerizing)"
"1505","EC:2.6.1.17","Succinyldiaminopimelate transaminase"
"1506","EC:2.6.1.18","Beta-alanine--pyruvate transaminase"
"1507","EC:2.6.1.19","4-aminobutyrate--2-oxoglutarate transaminase"
"1508","EC:2.6.1.2","Alanine transaminase"
"1509","EC:2.6.1.21","D-amino-acid transaminase"
"1510","EC:2.6.1.22","(S)-3-amino-2-methylpropionate transaminase"
"1511","EC:2.6.1.30","Pyridoxamine--pyruvate transaminase"
"1512","EC:2.6.1.33","dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"
"1513","EC:2.6.1.34","UDP-N-acetylbacillosamine transaminase"
"1514","EC:2.6.1.36","L-lysine 6-transaminase"
"1515","EC:2.6.1.37","2-aminoethylphosphonate--pyruvate transaminase"
"1516","EC:2.6.1.39","2-aminoadipate transaminase"
"1517","EC:2.6.1.4","Glycine transaminase"
"1518","EC:2.6.1.40","(R)-3-amino-2-methylpropionate--pyruvate transaminase"
"1519","EC:2.6.1.42","Branched-chain-amino-acid transaminase"
"1520","EC:2.6.1.44","Alanine--glyoxylate transaminase"
"1521","EC:2.6.1.45","Serine--glyoxylate transaminase"
"1522","EC:2.6.1.46","Diaminobutyrate--pyruvate transaminase"
"1523","EC:2.6.1.48","5-aminovalerate transaminase"
"1524","EC:2.6.1.5","Tyrosine transaminase"
"1525","EC:2.6.1.50","Glutamine--scyllo-inositol transaminase"
"1526","EC:2.6.1.51","Serine--pyruvate transaminase"
"1527","EC:2.6.1.52","Phosphoserine transaminase"
"1528","EC:2.6.1.55","Taurine--2-oxoglutarate transaminase"
"1529","EC:2.6.1.57","Aromatic-amino-acid transaminase"
"1530","EC:2.6.1.59","dTDP-4-amino-4,6-dideoxygalactose transaminase"
"1531","EC:2.6.1.62","Adenosylmethionine--8-amino-7-oxononanoate transaminase"
"1532","EC:2.6.1.64","Glutamine--phenylpyruvate transaminase"
"1533","EC:2.6.1.66","Valine--pyruvate transaminase"
"1534","EC:2.6.1.7","Kynurenine--oxoglutarate transaminase"
"1535","EC:2.6.1.76","Diaminobutyrate--2-oxoglutarate transaminase"
"1536","EC:2.6.1.77","Taurine--pyruvate aminotransferase"
"1537","EC:2.6.1.78","Aspartate--prephenate aminotransferase"
"1538","EC:2.6.1.79","Glutamate--prephenate aminotransferase"
"1539","EC:2.6.1.81","Succinylornithine transaminase"
"1540","EC:2.6.1.82","Putrescine aminotransferase"
"1541","EC:2.6.1.83","LL-diaminopimelate aminotransferase"
"1542","EC:2.6.1.84","Arginine--pyruvate transaminase"
"1543","EC:2.6.1.85","Aminodeoxychorismate synthase"
"1544","EC:2.6.1.86","2-amino-4-deoxychorismate synthase"
"1545","EC:2.6.1.87","UDP-4-amino-4-deoxy-L-arabinose aminotransferase"
"1546","EC:2.6.1.9","Histidinol-phosphate transaminase"
"1547","EC:2.6.1.92","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
"1548","EC:2.6.1.93","Neamine transaminase"
"1549","EC:2.6.1.94","2'-deamino-2'-hydroxyneamine transaminase"
"1550","EC:2.6.1.95","Neomycin C transaminase"
"1551","EC:2.6.1.96","4-aminobutyrate--pyruvate transaminase"
"1552","EC:2.6.1.97","Archaeosine synthase"
"1553","EC:2.6.1.98","UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase"
"1554","EC:2.6.1.99","L-tryptophan--pyruvate aminotransferase"
"1555","EC:2.6.99.2","Pyridoxine 5'-phosphate synthase"
"1556","EC:2.6.99.3","O-ureido-L-serine synthase"
"1557","EC:2.7.1.1","Hexokinase"
"1558","EC:2.7.1.100","S-methyl-5-thioribose kinase"
"1559","EC:2.7.1.105","6-phosphofructo-2-kinase"
"1560","EC:2.7.1.107","Diacylglycerol kinase (ATP)"
"1561","EC:2.7.1.108","Dolichol kinase"
"1562","EC:2.7.1.11","6-phosphofructokinase"
"1563","EC:2.7.1.113","Deoxyguanosine kinase"
"1564","EC:2.7.1.119","Hygromycin-B 7''-O-kinase"
"1565","EC:2.7.1.12","Gluconokinase"
"1566","EC:2.7.1.127","Inositol-trisphosphate 3-kinase"
"1567","EC:2.7.1.13","Dehydrogluconokinase"
"1568","EC:2.7.1.130","Tetraacyldisaccharide 4'-kinase"
"1569","EC:2.7.1.134","Inositol-tetrakisphosphate 1-kinase"
"1570","EC:2.7.1.137","Phosphatidylinositol 3-kinase"
"1571","EC:2.7.1.138","Ceramide kinase"
"1572","EC:2.7.1.14","Sedoheptulokinase"
"1573","EC:2.7.1.140","Inositol-tetrakisphosphate 5-kinase"
"1574","EC:2.7.1.144","Tagatose-6-phosphate kinase"
