OTU,Chris-01,Chris-02,Chris-03,Chris-04,Chris-05,Chris-06,Chris-07,Chris-08,Chris-09,Chris-10,Chris-11,Chris-12,Chris-13,Chris-14,Chris-15,Chris-16,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_5380,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,
OTU_5381,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,midas_g_92370,
OTU_5382,0,0,0,0,0,0,0,0,1,0,200,150,21,31,13,5,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,midas_g_112,midas_s_3245
OTU_5383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_148,midas_g_515,midas_s_91933
OTU_5384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,midas_g_95192,
OTU_5385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,midas_s_115992
OTU_5386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,midas_s_4716
OTU_5387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_44653,midas_s_51860
OTU_5388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_81536,
OTU_5389,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_95732,midas_s_95732
OTU_5390,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_96991,midas_s_96991
OTU_5391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,,,
OTU_5392,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Bacteria,midas_p_59677,midas_c_59677,midas_o_59677,midas_f_102523,midas_g_102523,
OTU_5393,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,Bacteria,Myxococcota,Polyangia,Blfdi19,midas_f_4883,midas_g_30202,
OTU_5394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,midas_g_99710,midas_s_99710
OTU_5395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,
OTU_5396,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Bacteria,Patescibacteria,Berkelbacteria,midas_o_42508,midas_f_42508,midas_g_42508,midas_s_42508
OTU_5397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Berkelbacteria,midas_o_46506,midas_f_50127,midas_g_89368,
OTU_5398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_546,midas_g_5122,midas_s_108391
OTU_5399,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_546,midas_g_5122,midas_s_76480
OTU_5400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,midas_f_15723,midas_g_27488,midas_s_76680
OTU_5401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Ca_Daviesbacteria,midas_f_20180,midas_g_20180,
OTU_5402,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_46393,midas_g_46393,
OTU_5403,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_46393,midas_g_90235,midas_s_90235
OTU_5404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_99580,,
OTU_5405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Parcubacteria,32-520,midas_f_13730,midas_g_97904,
OTU_5406,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_14187,
OTU_5407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,midas_s_71989
OTU_5408,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,midas_f_101374,midas_g_101374,midas_s_101374
OTU_5409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,4572-13,midas_g_76028,
OTU_5410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,GWC2-45-44,midas_g_65354,midas_s_65354
OTU_5411,0,0,0,0,0,0,0,0,1,0,3,3,0,2,6,3,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,KCLunmb-38-53,midas_g_90538,
OTU_5412,0,0,0,0,0,0,0,0,1,0,3,3,3,6,0,3,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,KCLunmb-38-53,midas_g_90538,midas_s_92061
OTU_5413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,,,
OTU_5414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,midas_f_3438,midas_g_3438,
OTU_5415,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Bacteria,Planctomycetota,Pla4_lineage,midas_o_108614,midas_f_113396,midas_g_114119,midas_s_114119
OTU_5416,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_108285,midas_s_120110
OTU_5417,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_9516,midas_s_54407
OTU_5418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_8808,midas_s_17275
OTU_5419,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_1097,midas_s_33653
OTU_5420,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_5675
OTU_5421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_1221
OTU_5422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,vadinHA49,midas_o_116418,midas_f_116418,midas_g_116418,midas_s_116418
OTU_5423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_lacus
OTU_5424,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,midas_s_6694
OTU_5425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,midas_g_36507,
OTU_5426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Captivus,midas_s_72311
OTU_5427,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,midas_s_15597
OTU_5428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,midas_g_251,midas_s_8544
OTU_5429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,midas_s_2976
OTU_5430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_57,midas_s_1206
OTU_5431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_75,midas_s_192
OTU_5432,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,midas_g_118541,midas_s_118541
OTU_5433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_tardaugens
OTU_5434,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,midas_s_10079
OTU_5435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccus,midas_s_44814
OTU_5436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Aquaspirillum,Aquaspirillum_serpens
OTU_5437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,midas_s_1964
OTU_5438,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,midas_g_4927,
OTU_5439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,midas_g_60586,midas_s_60586
OTU_5440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,midas_s_114736
OTU_5441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_3187,midas_g_26712,midas_s_54883
OTU_5442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,
OTU_5443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,midas_s_21124
OTU_5444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,midas_g_102719,
OTU_5445,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,midas_g_102719,midas_s_102719
OTU_5446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,midas_s_3554
OTU_5447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Spirochaetota,MVP-15,midas_o_6772,midas_f_6772,midas_g_92669,
OTU_5448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,,,
OTU_5449,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_7329,midas_s_7329
OTU_5450,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,midas_s_4542
OTU_5451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Spirochaetota,V2072-189E03,,,,
OTU_5452,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,,,
OTU_5453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,midas_s_97475
OTU_5454,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_4575,midas_g_115674,midas_s_115674
OTU_5455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_6519,midas_g_102516,
OTU_5456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_91940,midas_g_101200,midas_s_101200
OTU_5457,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_92841,,
OTU_5458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,,,
OTU_5459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,midas_g_101962,midas_s_112965
OTU_5460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,midas_g_110208,midas_s_110208
OTU_5461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,ADurb.Bin063-2,
OTU_5462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,
OTU_5463,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,
OTU_5464,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,midas_f_66002,midas_g_99259,midas_s_117957
OTU_5465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,midas_g_66002,midas_s_100004
OTU_5466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,midas_f_26009,midas_g_26009,midas_s_114562
OTU_5467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,midas_f_72135,midas_g_72135,midas_s_114388
OTU_5468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_110287,midas_s_119365
OTU_5469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_92795,midas_s_92795
OTU_5470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,midas_g_45314,midas_s_45314
OTU_5471,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,midas_g_92019,midas_s_92019
OTU_5472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,midas_s_37551
OTU_5473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_1743,midas_s_1743
OTU_5474,0,0,0,0,0,0,0,0,1,2,3,0,2,5,2,1,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_2283,midas_s_8034
OTU_5475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Archaea,Crenarchaeota,Bathyarchaeia,midas_o_90791,midas_f_90791,midas_g_90791,midas_s_90791
OTU_5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Archaea,Halobacterota,Methanocellia,Methanocellales,Methanocellaceae,Methanocella,Methanocella_conradii
OTU_5477,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,midas_f_880,,
OTU_5478,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Archaea,Halobacterota,Methanosarcinia,,,,
OTU_5479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Methanomassiliicoccus_luminyensis
OTU_5480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,,,
OTU_5481,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,,
OTU_5482,0,0,0,0,0,0,0,0,0,1,1,4,4,4,1,0,Bacteria,Acidobacteriota,Subgroup_21,midas_o_3847,midas_f_3847,midas_g_3847,midas_s_3847
OTU_5483,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Bacteria,Acidobacteriota,Subgroup_21,midas_o_3847,midas_f_5529,midas_g_5529,midas_s_8619
OTU_5484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_356,
OTU_5485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_53529,
OTU_5486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_marinum
OTU_5487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_80006
OTU_5488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea,midas_s_31096
OTU_5489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_1378
OTU_5490,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Diaminobutyricimonas,midas_s_5901
OTU_5491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,midas_s_22670
OTU_5492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,midas_s_3805
OTU_5493,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,Tomitella,Tomitella_biformata
OTU_5494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_4550
OTU_5495,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_765
OTU_5496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,,,
OTU_5497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_114228,midas_s_114228
OTU_5498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_97522,midas_s_113195
OTU_5499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_salyersiae
OTU_5500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,midas_g_1138,
OTU_5501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_93974,midas_s_94586
OTU_5502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,midas_s_43135
OTU_5503,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_75712,midas_s_89784
OTU_5504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_37620,midas_s_113577
OTU_5505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_41973,midas_s_41973
OTU_5506,0,0,0,0,0,0,0,0,0,1,73,94,84,154,3,46,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_92731
OTU_5507,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_114554
OTU_5508,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_2841
OTU_5509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_23879,midas_s_57509
OTU_5510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_45572,
OTU_5511,0,0,0,0,0,0,0,0,0,1,5,1,0,4,6,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_93238,midas_s_93238
OTU_5512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_1348,midas_s_1348
OTU_5513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_5463,midas_s_64510
OTU_5514,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_20645,,
OTU_5515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_20645,midas_g_108067,
OTU_5516,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_2178,
OTU_5517,0,0,0,0,0,0,0,0,0,2,20,10,9,15,0,4,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,,
OTU_5518,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,SJA-15,midas_f_8814,midas_g_85175,midas_s_85175
OTU_5519,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Bacteria,Chloroflexi,KD4-96,midas_o_3277,midas_f_7778,midas_g_7778,midas_s_7778
OTU_5520,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,midas_g_119182,
OTU_5521,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,midas_g_97855,midas_s_115878
OTU_5522,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,,
OTU_5523,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,midas_s_100712
OTU_5524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga,midas_s_109539
OTU_5525,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,midas_s_7705
OTU_5526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,midas_s_87372
OTU_5527,0,0,0,0,0,0,0,0,0,2,44,40,4,32,0,0,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,midas_g_5369,
OTU_5528,0,0,0,0,0,0,0,0,0,2,12,6,2,3,0,0,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,midas_g_5369,midas_s_91739
OTU_5529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_110390
