,Date,AD,SludgeType,Treatment,daysop,week,Period,SampleID.TSVS,TS_ww,VS_wwTS,VS_ww,VSr_pct,SampleID.pH,pH,SampleID.CODNH4,COD_mgL,TNH3_mgL,FAN_mgL,CODr_pct,CH4_pct,CH4_L,CH4_L_kgVS,O2_pct,Gasflow_mL,SampleID.CHN,C,H_pct,N_pct,CN,HC,gC_kg,gH_kg,gN_kg,SampleID.VFA,Ethanol,Propanol,Butanol,X1.Hexanol,Acetic.acid,Propionic.acid,iso.Butyric.acid,Butyric.acid,iso.Valeric.acid,Valeric.acid,4-Methyl.valeric.acid,Hexanoic.acid,DTubeID,SampleID.DNA,ngmL_qb,DNA_mg_gCOD,DNA_mg_gVS,DNA_mg_L,DNA_mgLSludge,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou_ev,VFAS
844,17/7/2023,AD2,Treatment,Treatment,138,21,SteadyState,,,,,,_jake2,7.56,S1614_AD2,24131.5,1275,56.70706599,58.25910717,,,,,6439.845,S1626_AD2,32.999,5.424,5.132,6.4,0.16,0,0,0,S1638_AD2,0,0,0,0.62,53.46,4.37,0,0.52,1.08,0.43,2,0.15,#209,S1620_AD2,192.5,0.8066,1.428,19.46,19.5,461.00,471.64,5.60,470.30,10.71,4.05,0.96,22.32,76.88,0.66,
845,17/7/2023,AD3,Control,Control,138,21,SteadyState,,,,,,_jake3,7.49,S1615_AD3,24206.5,1250,47.63453667,58.12937769,,,,,5183.184,S1627_AD3,33.486,5.886,5.18,6.5,0.18,0,0,0,S1639_AD3,0,0,0,0.33,49.71,3.19,0,0.42,0.9,0.26,1.81,0,#210,S1621_AD3,215.5,0.8885,1.4029,21.51,21.5,611.00,623.00,5.76,622.38,12.32,4.83,0.98,42.82,108.00,0.75,
846,17/7/2023,AD4,Control,Control,138,21,SteadyState,,,,,,_jake4,7.5,S1616_AD4,24156.5,1225,47.72684153,58.21586401,,,,,5620.656,S1628_AD4,34.486,5.781,5.267,6.5,0.17,0,0,0,S1640_AD4,0,0,0,0.32,50.15,6.25,0.36,0.45,0.97,0.29,1.97,0,#211,S1622_AD4,228,0.9528,1.68,23.02,23,599.00,622.68,8.80,621.66,12.21,4.39,0.97,31.22,105.43,0.69,
847,17/7/2023,AD5,Treatment,Treatment,138,21,SteadyState,,,,,,_jake5,7.75,S1617_AD5,26062.5,1300,87.41719325,54.91900547,,,,,5863.497,S1629_AD5,35.135,5.425,5.318,6.6,0.15,0,0,0,S1641_AD5,0,0,0,0.24,47.91,2.61,0,0.35,1.16,0.23,2.13,0,#212,S1623_AD5,214.5,0.8247,1.5839,21.49,21.5,639.00,675.36,11.82,670.02,12.65,4.28,0.95,20.78,114.04,0.66,
848,17/7/2023,AD6,Treatment,Treatment,138,21,SteadyState,,,,,,_jake6,7.6,S1618_AD6,22469,1300,63.12636533,61.13477732,,,,,3121.896,S1630_AD6,32.521,5.473,4.954,6.6,0.17,0,0,0,S1642_AD6,0,0,0,0.25,20.67,1.5,0,0.39,0.58,0.24,1.47,0,#213,S1624_AD6,205,0.9263,1.7533,20.81,20.8,640.00,682.02,14.01,666.16,12.56,4.43,0.96,26.86,114.26,0.69,
856,19/7/2023,PSTWAS,PSTWAS,PSTWAS,140,21,SteadyState,F178,2.98,86.84,2.57,,F173,5.7,F177,64300,,,,,,,,,F172,42.581,6.181,5.331,8,0.15,0,0,0,,,,,,,,,,,,,,#214,F170,288,0.4849,1.0865,29.63,29.6,1185.00,1228.58,12.59,1217.72,17.21,6.04,0.99,138.74,244.62,0.85,
855,19/7/2023,Full-scale,Full-scale,Full-scale,140,21,SteadyState,S1682_ADFull,1.95,77.27,1.47,47.84836066,S1676_ADFull,7.06,S1683_ADFull,26100.5,,,54.85327587,,,,,,S1675_ADFull,36.096,5.244,6.387,5.7,0.15,0,0,0,,,,,,,,,,,,,,#215,S1673_ADFull,346.5,1.2833,2.1935,33.49,33.5,741.00,754.44,5.87,756.75,13.57,5.14,0.98,47.87,136.64,0.78,
900,26/7/2023,AD1,Control,Control,147,22,SteadyState,,,,,,,,,,,,,,,,,3856.73,,,,,,,,,,S1690_AD1,0,0,0.07,0.62,36.26,4.92,1.12,1.41,1.3,1.05,2.38,0.67,#216,S1684_AD1,212.5,0.8861,1.7199,21.38,21.4,649.00,667.32,7.29,668.49,12.76,4.64,0.97,36.10,116.22,0.72,
901,26/7/2023,AD2,Treatment,Treatment,147,22,SteadyState,,,,,,,,,,,,,,,,,3435.867,,,,,,,,,,S1691_AD2,0,0,0,0.27,11.69,1.18,0,0.41,1.01,0.36,1.92,0,#217,S1685_AD2,156.5,0.6951,1.6608,16.77,16.8,563.00,600.82,12.64,591.25,11.79,4.08,0.95,21.73,97.81,0.64,
902,26/7/2023,AD3,Control,Control,147,22,SteadyState,,,,,,,,,,,,,,,,,4094.616,,,,,,,,,,S1692_AD3,0,0,0,0.18,34.26,1.94,0,0.38,0.84,0.29,1.76,0.12,#218,S1686_AD3,189,0.78,1.4671,18.88,18.9,728.00,768.43,12.49,762.38,13.53,4.77,0.97,36.47,133.71,0.72,
903,26/7/2023,AD4,Control,Control,147,22,SteadyState,,,,,,,,,,,,,,,,,2803.099,,,,,,,,,,S1693_AD4,0,0,0,0.28,8.5,1.15,0,0.38,0.86,0.26,1.59,0,#219,S1687_AD4,144,0.5931,1.1716,14.33,14.3,578.00,611.77,11.34,606.49,11.96,4.32,0.96,26.98,100.97,0.68,
904,26/7/2023,AD5,Treatment,Treatment,147,22,SteadyState,,,,,,,,,,,,,,,,,3514.52,,,,,,,,,,S1694_AD5,0,0,0,0.32,9.13,1.11,0,0.37,0.73,0.24,1.59,0,#220,S1688_AD5,229,0.8813,2.1527,22.97,23,572.00,605.40,11.39,599.33,11.92,4.12,0.94,18.10,99.70,0.65,
905,26/7/2023,AD6,Treatment,Treatment,147,22,SteadyState,,,,,,,,,,,,,,,,,3458.977,,,,,,,,,,S1695_AD6,0,0,0,0.22,11.73,1.04,0,0.35,0.71,0.3,1.87,0,#221,S1689_AD6,169,0.761,1.7219,17.10,17.1,701.00,742.54,12.23,740.32,13.13,4.40,0.96,22.95,127.67,0.67,
899,26/7/2023,PSTWAS,PSTWAS,PSTWAS,147,22,SteadyState,F187,3.68,85.48,3.09,,F187,5.51,F186,66000,,,,,,,,,F180,44.919,6.945,5.298,8.5,0.15,0,0,0,,,,,,,,,,,,,,#222,F179,270,0.254,0.5346,16.79,28,1038.00,1058.74,7.70,1057.01,15.95,6.02,0.99,156.11,207.23,0.87,
930,31/7/2023,AD1,Control,Control,152,23,SteadyState,,,,,,_jake7,7.49,,,,,,69,3.75178737,486.1927477,1.4,5437.373,,,,,,,,,,S1708_AD1,0,0,0,0.51,21.7,13.2,2.78,0.36,4.6,1.03,1.73,0,#223,S1702_AD1,131,0.5754,1.0798,13.42,13.4,763.00,796.25,10.19,799.63,13.85,4.77,0.97,31.70,141.62,0.72,
931,31/7/2023,AD2,Treatment,Treatment,152,23,SteadyState,,,,,,_jake8,7.59,,,,,,67,3.44487669,446.4203054,1.6,5141.607,,,,,,,,,,S1709_AD2,0,0,0,0.41,20.47,7.98,0.51,0.35,1.02,0.41,1.82,0,#224,S1703_AD2,157.5,0.6981,1.5752,15.91,15.9,527.00,546.53,7.78,547.71,11.45,4.01,0.95,20.91,90.30,0.64,
932,31/7/2023,AD3,Control,Control,152,23,SteadyState,,,,,,_jake9,7.53,,,,,,65,8.45337805,1095.470158,1.3,13005.197,,,,,,,,,,S1710_AD3,0,0,0,0.39,57.33,2.14,0,0.4,0.75,0.23,1.81,0,#225,S1704_AD3,167.5,0.7171,1.324,17.04,17,637.00,669.52,11.66,657.49,12.53,4.63,0.97,34.25,113.61,0.72,
933,31/7/2023,AD4,Control,Control,152,23,SteadyState,,,,,,_jake10,7.59,,,,,,64,2.719424,352.4091577,2.3,4249.1,,,,,,,,,,S1711_AD4,0,0,0,0.18,34.2,2.27,0,0.42,0.76,0.26,1.81,0,#226,S1705_AD4,187.5,0.7477,1.5533,19.00,19,512.00,529.22,7.21,529.49,11.28,4.29,0.97,29.23,87.22,0.69,
934,31/7/2023,AD5,Treatment,Treatment,152,23,SteadyState,,,,,,_jake11,7.57,,,,,,64,2.27674368,295.0423775,1.9,3557.412,,,,,,,,,,S1712_AD5,0,0,0,0.18,25.54,1.61,0,0.39,0.95,0.2,1.79,0,#227,S1706_AD5,210.5,0.8629,2.0723,22.11,22.1,540.00,549.49,4.83,551.22,11.58,4.14,0.94,17.44,93.00,0.66,
935,31/7/2023,AD6,Treatment,Treatment,152,23,SteadyState,,,,,,_jake12,7.61,,,,,,69,4.04433426,524.1037918,1.4,5861.354,,,,,,,,,,S1713_AD6,0,0,0,0.14,55.29,5.62,0.65,0.67,0.99,0.4,2.01,0,#228,S1707_AD6,178.5,0.7071,1.8048,17.92,17.9,498.00,510.08,6.01,508.18,11.14,4.22,0.96,23.24,84.35,0.68,
942,2/8/2023,PSTWAS,PSTWAS,PSTWAS,154,23,SteadyState,F196,3.96,85.45,3.4,,F191,5.93,F195,61850,,,,,,,,,F190,41.501,7.197,4.948,8.4,0.17,0,0,0,,,,,,,,,,,,,,#229,F188,337,0.5264,0.9893,33.57,33.6,1057.00,1082.52,9.35,1074.08,16.16,6.01,0.99,153.76,211.97,0.86,
973,7/8/2023,AD1,Control,Control,159,24,SteadyState,,,,,,,,S1735_AD1,23325,,,64.35303107,,,,,2691.238,S1747_AD1,32.718,5.864,5.351,6.1,0.18,0,0,0,S1759_AD1,0,0,0,0.35,18.86,2.73,0,0.35,0.83,0.45,1.78,0,#230,S1741_AD1,226.5,0.999,2.1378,23.30,23.3,557.00,576.63,8.03,574.25,11.80,4.47,0.97,32.12,96.55,0.71,
974,7/8/2023,AD2,Treatment,Treatment,159,24,SteadyState,,,,,,,,S1736_AD2,22787.5,,,65.17447784,,,,,3903.352,S1748_AD2,33.099,5.589,5.345,6.2,0.17,0,0,0,S1760_AD2,0,0,0,0.17,21.54,1.51,0,0.36,0.67,0.26,1.84,0,#231,S1742_AD2,170.5,0.7573,1.5935,17.26,17.3,532.00,560.00,10.56,552.62,11.48,4.01,0.95,19.67,91.34,0.64,
975,7/8/2023,AD3,Control,Control,159,24,SteadyState,,,,,,,,S1737_AD3,23763,,,63.68364748,,,,,6405.597,S1749_AD3,36.308,5.702,5.743,6.3,0.16,0,0,0,S1761_AD3,0,0,0,0.42,29.54,1.66,0,0.38,0.51,0.21,2.48,0,#232,S1743_AD3,180.5,0.7799,1.5665,18.53,18.5,681.00,714.50,10.81,711.98,13.07,4.71,0.97,36.05,123.24,0.72,
976,7/8/2023,AD4,Control,Control,159,24,SteadyState,,,,,,,,S1738_AD4,25406.5,,,61.17193072,,,,,5238.213,S1750_AD4,37.034,6.476,5.805,6.4,0.17,0,0,0,S1762_AD4,0,0,0,0.2,44.71,3,0,0.4,0.76,0.25,1.91,0,#233,S1744_AD4,197.5,0.7836,1.4715,19.91,19.9,523.00,539.35,7.16,536.47,11.36,4.32,0.97,28.83,89.48,0.69,
977,7/8/2023,AD5,Treatment,Treatment,159,24,SteadyState,,,,,,,,S1739_AD5,25625.5,,,60.83723892,,,,,6702.435,S1751_AD5,35.534,5.616,5.614,6.3,0.16,0,0,0,S1763_AD5,0,0,0,0.19,25.36,1.57,0,0.38,1.01,0.23,1.78,0,#234,S1745_AD5,224,0.9134,1.8532,23.41,23.4,533.00,557.07,9.42,553.54,11.58,4.25,0.95,20.67,91.55,0.68,
978,7/8/2023,AD6,Treatment,Treatment,159,24,SteadyState,,,,,,,,S1740_AD6,25344,,,61.26744778,,,,,6514.883,S1752_AD6,35.21,5.526,5.511,6.4,0.16,0,0,0,S1764_AD6,0,0,0,0.31,52.63,2.69,0,0.43,0.89,0.26,2.21,0,#235,S1746_AD6,192,0.7933,1.7228,20.10,20.1,681.00,740.62,17.48,719.80,13.04,4.41,0.96,23.94,123.24,0.68,
986,9/8/2023,PSTWAS,PSTWAS,PSTWAS,161,24,SteadyState,F205,3.665,86.79,3.18,,F200,5.73,F204,62300,,,,,,,,,F199,43.3,7.009,5.284,8.2,0.16,0,0,0,,,,,,,,,,,,,,#236,F197,270.5,0.4223,0.8824,28.06,28.1,1146.00,1173.86,9.25,1169.91,16.88,6.11,0.99,175.17,234.55,0.87,
985,9/8/2023,Full-scale,Full-scale,Full-scale,161,24,SteadyState,S1822_ADFull,2.18,74.07,1.61,50.36548955,S1816_ADFull,7.19,S1823_ADFull,29244,,,55.30718288,,,,,,S1815_ADFull,37.376,5.765,6.179,6,0.15,0,0,0,,,,,,,,,,,,,,#237,S1813_ADFull,294.5,0.7622,1.387,22.29,27.9,778.00,806.35,9.34,808.87,14.02,5.03,0.98,43.24,145.05,0.76,
1017,14/8/2023,AD1,Control,Control,166,25,SteadyState,,,,,,,,,,,,,,,,,1255.091,S1830_AD1,23.674,3.643,3.981,5.9,0.15,0,0,0,,,,,,,,,,,,,,#238,S1824_AD1,184,0.7873,1.6847,18.36,18.4,679.00,719.78,13.29,706.58,12.99,4.65,0.97,32.78,122.80,0.71,
1018,14/8/2023,AD2,Treatment,Treatment,166,25,SteadyState,,,,,,,,,,,,,,,,,5192.651,S1831_AD2,33.455,5.657,5.472,6.1,0.17,0,0,0,,,,,,,,,,,,,,#239,S1825_AD2,180,0.7852,1.6521,17.89,17.9,469.00,506.89,13.80,493.56,10.90,3.87,0.94,17.61,78.48,0.63,
1019,14/8/2023,AD3,Control,Control,166,25,SteadyState,,,,,,,,,,,,,,,,,13910.052,S1832_AD3,35.25,5.68,5.866,6,0.16,0,0,0,,,,,,,,,,,,,,#240,S1826_AD3,178.5,0.7553,1.5172,17.95,17.9,499.00,515.50,7.57,513.58,11.16,4.44,0.97,29.99,84.56,0.71,
1020,14/8/2023,AD4,Control,Control,166,25,SteadyState,,,,,,,,,,,,,,,,,5537.987,S1833_AD4,32.195,5.394,5.366,6,0.17,0,0,0,,,,,,,,,,,,,,#241,S1827_AD4,216.5,0.8539,1.6034,21.69,21.7,526.00,554.52,9.90,555.45,11.44,4.12,0.96,23.65,90.10,0.66,
1021,14/8/2023,AD5,Treatment,Treatment,166,25,SteadyState,,,,,,,,,,,,,,,,,11223.197,S1834_AD5,33.467,5.102,5.643,5.9,0.15,0,0,0,,,,,,,,,,,,,,#242,S1828_AD5,224.5,0.877,1.7793,22.47,22.5,610.00,643.52,10.95,639.43,12.13,4.18,0.95,19.42,107.78,0.65,
1022,14/8/2023,AD6,Treatment,Treatment,166,25,SteadyState,,,,,,,,,,,,,,,,,4613.866,S1835_AD6,34.412,5.407,5.577,6.2,0.16,0,0,0,,,,,,,,,,,,,,#243,S1829_AD6,190.5,0.7519,1.6329,19.06,19.1,596.00,627.29,10.96,619.75,12.13,4.31,0.95,22.19,104.79,0.67,
1,1/3/2023,PSTWAS,PSTWAS,PSTWAS,0,1,Converging,F7,3.35,86.07,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2/3/2023,AD1,Control,Control,1,1,Converging,S13_AD1,1.095,66.67,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2/3/2023,AD2,Treatment,Treatment,1,1,Converging,S13_AD1,1.76,68.34,1.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2/3/2023,AD5,Treatment,Treatment,1,1,Converging,S14_AD5,1.825,67.575,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2/3/2023,AD6,Treatment,Treatment,1,1,Converging,S15_AD6,2.36,67.85,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3/3/2023,AD1,Control,Control,2,1,Converging,,,,,,,,,,,,,,,,,1823.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3/3/2023,AD2,Treatment,Treatment,2,1,Converging,,,,,,,,,,,,,,,,,1971.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3/3/2023,AD3,Control,Control,2,1,Converging,,,,,,,,,,,,,,,,,2015.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3/3/2023,AD4,Control,Control,2,1,Converging,,,,,,,,,,,,,,,,,1964.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3/3/2023,AD6,Treatment,Treatment,2,1,Converging,,,,,,,,,,,,,,,,,1335.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4/3/2023,AD1,Control,Control,3,1,Converging,,,,,,,,,,,,,,,,,3279.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4/3/2023,AD2,Treatment,Treatment,3,1,Converging,,,,,,,,,,,,,,,,,2721.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4/3/2023,AD3,Control,Control,3,1,Converging,,,,,,,,,,,,,,,,,2671.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4/3/2023,AD4,Control,Control,3,1,Converging,,,,,,,,,,,,,,,,,2792.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5/3/2023,AD1,Control,Control,4,1,Converging,S16_AD1,2.105,70.43,1.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5/3/2023,AD2,Treatment,Treatment,4,1,Converging,S17_AD2,1.1,75.68,0.835,,,,,,,,,,,,,1990.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5/3/2023,AD3,Control,Control,4,1,Converging,S18_AD3,2,69.67,1.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5/3/2023,AD4,Control,Control,4,1,Converging,S19_AD4,1.775,66.795,1.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5/3/2023,AD6,Treatment,Treatment,4,1,Converging,S21_AD6,1.46,69.15,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6/3/2023,AD1,Control,Control,5,2,Converging,,,,,,,,,,,,,,,,,2226.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6/3/2023,AD2,Treatment,Treatment,5,2,Converging,,,,,,,,,,,,,,,,,1299.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6/3/2023,AD3,Control,Control,5,2,Converging,,,,,,,,,,,,,,,,,1640.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6/3/2023,AD4,Control,Control,5,2,Converging,,,,,,,,,,,,,,,,,977.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6/3/2023,AD6,Treatment,Treatment,5,2,Converging,,,,,,,,,,,,,,,,,593.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7/3/2023,AD2,Treatment,Treatment,6,2,Converging,,,,,,,,,,,,,,,,,1067.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7/3/2023,AD3,Control,Control,6,2,Converging,,,,,,,,,,,,,,,,,1070.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7/3/2023,AD4,Control,Control,6,2,Converging,,,,,,,,,,,,,,,,,841.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7/3/2023,AD6,Treatment,Treatment,6,2,Converging,,,,,,,,,,,,,,,,,1157.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9/3/2023,AD1,Control,Control,8,2,Converging,,,,,,,,,,,,,52,1.60812808,,7.9,3092.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9/3/2023,AD2,Treatment,Treatment,8,2,Converging,,,,,,,,,,,,,49,0.89248012,,8.1,1821.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9/3/2023,AD3,Control,Control,8,2,Converging,,,,,,,,,,,,,38,1.14430046,,10.2,3011.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9/3/2023,AD4,Control,Control,8,2,Converging,,,,,,,,,,,,,49,0.24623088,,8,502.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,9/3/2023,AD5,Treatment,Treatment,8,2,Converging,,,,,,,,,,,,,30,0.3736236,,17.6,1245.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9/3/2023,AD6,Treatment,Treatment,8,2,Converging,,,,,,,,,,,,,38,0.86921656,,7.9,2287.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,10/3/2023,AD1,Control,Control,9,2,Converging,,,,,,,,,,,,,49,1.79571966,,7.2,3664.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10/3/2023,AD2,Treatment,Treatment,9,2,Converging,,,,,,,,,,,,,37,0.85926765,,8.5,2322.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,10/3/2023,AD3,Control,Control,9,2,Converging,,,,,,,,,,,,,55,2.28626805,,6.4,4156.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,10/3/2023,AD4,Control,Control,9,2,Converging,,,,,,,,,,,,,20,0.7358494,,16.7,3679.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,10/3/2023,AD5,Treatment,Treatment,9,2,Converging,,,,,,,,,,,,,19,0.3363551,,10.4,1770.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,10/3/2023,AD6,Treatment,Treatment,9,2,Converging,,,,,,,,,,,,,43,1.21472506,,6,2824.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10/3/2023,PSTWAS,PSTWAS,PSTWAS,9,2,Converging,,,,,,,,,,,,,,,,,,F11,42.615,7.034,5.038,8.5,0.17,12.74,2.1,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11/3/2023,AD1,Control,Control,10,2,Converging,,,,,,,,,,,,,,,,,4429.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,11/3/2023,AD2,Treatment,Treatment,10,2,Converging,,,,,,,,,,,,,,,,,2156.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11/3/2023,AD3,Control,Control,10,2,Converging,,,,,,,,,,,,,,,,,5219.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,11/3/2023,AD4,Control,Control,10,2,Converging,,,,,,,,,,,,,,,,,2962.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11/3/2023,AD6,Treatment,Treatment,10,2,Converging,,,,,,,,,,,,,,,,,2896.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,14/3/2023,AD1,Control,Control,13,3,Converging,S111_AD1,1.63,71.73,1.16,56.81509806,S111_AD1,7.38,,,,,,48,1.54967568,229.3833497,9.4,3228.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,14/3/2023,AD2,Treatment,Treatment,13,3,Converging,S112_AD2,2.16,71.18,1.54,43.49327741,S112_AD2,6.98,,,,,,37,0.84240009,124.6922546,10.8,2276.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,14/3/2023,AD3,Control,Control,13,3,Converging,S113_AD3,2.07,69.93,1.45,46.453682,S113_AD3,7.3,,,,,,52,2.10688972,311.8622997,8.4,4051.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,14/3/2023,AD4,Control,Control,13,3,Converging,S114_AD4,1.53,71.35,1.1,59.55347231,S114_AD4,7.18,,,,,,18,0.22281948,32.98179055,16.8,1237.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,14/3/2023,AD6,Treatment,Treatment,13,3,Converging,S116_AD6,2.15,69.23,1.49,45.12149994,S116_AD6,7.18,,,,,,42,0.68881764,101.9589451,7.3,1640.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,15/3/2023,AD1,Control,Control,14,3,Converging,,,,,,,,,,,,,57,1.81725348,268.990277,7,3188.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,15/3/2023,AD2,Treatment,Treatment,14,3,Converging,,,,,,,,,,,,,44,1.07003028,158.3861275,8.4,2431.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,15/3/2023,AD3,Control,Control,14,3,Converging,,,,,,,,,,,,,60,2.2249182,329.3329024,6.4,3708.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,15/3/2023,AD6,Treatment,Treatment,14,3,Converging,,,,,,,,,,,,,43,0.77588254,114.8463116,4,1804.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,15/3/2023,AD4,Control,Control,14,3,Converging,,,,,,,,,,,,,,,,,723.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,15/3/2023,AD5,Treatment,Treatment,14,3,Converging,,,,,,,,,,,,,,,,,367.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,16/3/2023,PSTWAS,PSTWAS,PSTWAS,15,3,Converging,,,,,,,,F17,56917.5,,,,,,,,,F21,44.031,6.558,5.402,8.2,0.15,13.91,2.07,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,16/3/2023,AD1,Control,Control,15,3,Converging,,,,,,,,,,,,,57,2.3695356,350.7392032,6,4157.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,16/3/2023,AD2,Treatment,Treatment,15,3,Converging,,,,,,,,,,,,,48,1.40919312,208.5890889,6.8,2935.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,16/3/2023,AD3,Control,Control,15,3,Converging,,,,,,,,,,,,,58,2.49350526,369.0892207,5.6,4299.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,16/3/2023,AD4,Control,Control,15,3,Converging,,,,,,,,,,,,,22,0.33585706,49.71363908,10.1,1526.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,16/3/2023,AD6,Treatment,Treatment,15,3,Converging,,,,,,,,,,,,,44,0.88198836,130.5521194,9,2004.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,16/3/2023,AD5,Treatment,Treatment,15,3,Converging,,,,,,,,,,,,,,,,,2072.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,17/3/2023,AD1,Control,Control,16,3,Converging,,,,,,,,,,,,,56,1.90753752,282.3541414,6.6,3406.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
